type,title_id,game_title,region,update,license,url,content_id
PSN,PCSE01113,Samurai Shodown V Special,US,1.02,KO5ifR1dQ+eHBhiYmptBTDU0NDQG2R8cHBYMtzEgOAyf/1YtlHAI27b5/k6DLTl84bOPjMb44AYA85cUfQAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01113/PCSE01113_T6/d6f4666935fd6b18/UP0576-PCSE01113_00-SSVS000000000PSV-A0102-V0100-96034d8b586bdff3a9976dafb9e5729bcb9bf865-PE.pkg,UP0576-PCSE01113_00-SSVS000000000PSV-A0102-V0100
PSN,PCSE01114,Vegas Party,US,1.01,KO5ifR1dQ+eHBhibGppCTDU0NDQB2R/m6u4YHOAYFBIJsRSf/64YaNx5YqJxdQsj+0n/tuBtozE+uAEAWwgUGgAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01114/PCSE01114_T0/25ef4f9d8fa08799/UP3515-PCSE01114_00-VEGASPARTY000000-A0101-V0100-7c0581f4276f906f15a3006f41613694df9199b1-PE.pkg,UP3515-PCSE01114_00-VEGASPARTY000000-A0101-V0100
CARD,PCSE01116,Undertale,US,1.08,KO5ifR1dQ+eHBhhbWBpDTDU0NDQD2R/iFuwR5hwaEhAcBnKjCT7/nfiTbpMWtuHLMbdfDBwXi/tGY3xwAwDcABWS,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01116/PCSE01116_T7/c0d84ecfca7406d2/UP3893-PCSE01116_00-TFSHVCUTPSV00084-A0108-V0100-22897bd098fd054be53de9c75e6fc02f1ed9e7ad-PE.pkg,UP3893-PCSE01116_00-TFSHVCUTPSV00084-A0108-V0100
CARD,PCSE01125,Shakedown Hawaii,US,1.05,KO5ifR1dQ+eHBhgZmJtDTDU0NDIF2R/s4ejt6uIf7ufhGO7o6WmAz3870iNbJCev8nTm53U9+Fx7+miMD24AAKvAE6gA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01125/PCSE01125_T4/45b9147a5ccd808b/UP2077-PCSE01125_00-SHAKEDOWNHAWAII0-A0105-V0100-f503840ae60772965afb4afdefa92c862b4e7729-PE.pkg,UP2077-PCSE01125_00-SHAKEDOWNHAWAII0-A0105-V0100
CARD,PCSE01127,Sky Force Anniversary,US,1.01,KO5ifR1dQ+eHBpgYmltCTDU0NDIH2R/sHenmH+Ts6ujn5xnmGhSMz39VBTOWBGz4wsdwY3aVyr0350ZjfHADAMUfFhwA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01127/PCSE01127_T0/21e318a6452d4061/UP4179-PCSE01127_00-SKYFORCEANNIVERS-A0101-V0100-5d14922ae8d80b86a07a2f4a23998ee171338e49-PE.pkg,UP4179-PCSE01127_00-SKYFORCEANNIVERS-A0101-V0100
PSN,PCSE01135,Burly Men At Sea,US,1.01,KO5ifR1dQ+eHBhiaGxpATDU0NDYF2e8UGuQT6evq5xgS7AoyC5//Dn03O71Q7S5zbQTPv12NKiajMT64AQBmghSx,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01135/PCSE01135_T0/a0c9ba730a4e27a4/UP1710-PCSE01135_00-BURLYMENATSEA000-A0101-V0100-f8eed92ab8efb1624e0f4b00dd2a7f63dbd8dee2-PE.pkg,UP1710-PCSE01135_00-BURLYMENATSEA000-A0101-V0100
PSN,PCSE01136,Defender's Quest: Valley of the Forgotten DX,US,1.01,KO5ifR1dQ+eHBhiYGBpATDU0NDYD2e/i6ubq5+IaFBwY6hocEmaIz3/dnT+sUg72v324pc70fe3HlaMxPrgBALZKF00A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01136/PCSE01136_T0/409255e1bf3eb521/UP0410-PCSE01136_00-DEFENDERSQUESTV1-A0101-V0101-2c9b568b77ef9ed2120873b9d4d8b6544f76eb0d-PE.pkg,UP0410-PCSE01136_00-DEFENDERSQUESTV1-A0101-V0101
CARD,PCSE01139,Yomawari: Midnight Shadows,US,1.01,KO5ifR1dQ+eHBhgamBlDTDU0NLYE2R/s4ekX6e/rGO4Y5AmyE5//3n6KfJxU/uri/W9cZr9q94SNxvjgBgBs9hcg,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01139/PCSE01139_T1/bd5432088cfae4bc/UP1063-PCSE01139_00-SHINYOMAWARI0001-A0101-V0100-26cb6d1358ffbebe23469841fb191ab58dc80e0e-PE.pkg,UP1063-PCSE01139_00-SHINYOMAWARI0001-A0101-V0100
CARD,PCSE01141,Demon Gaze II,US,1.01,KO5ifR1dQ+eHBhgamBlDTDU0NDEE2e/i6uvv5+4Y5RoQHGZkYGiOz3+p9fGT/oZoGMpI8czMLDUsH43xwQ0ABw8SrQAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01141/PCSE01141_T0/b432190dcbf9cac4/UP1063-PCSE01141_00-DEMONGAZEPSV2017-A0101-V0100-0133cdfa73364dd5f203d64bb7a4d1b9d8025ce0-PE.pkg,UP1063-PCSE01141_00-DEMONGAZEPSV2017-A0101-V0100
PSN,PCSE01146,Super Hydorah,US,1.01,KO5ifR1dQ+eHBhgbmFpCTDU0NDED2W+AAgyN8fnvSEP7dc2X78v0bHctkfbiXTEa44MbAAAokhN8,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01146/PCSE01146_T1/34847e57e7ab0500/UP3059-PCSE01146_00-0000000000000013-A0101-V0101-a0f583d6e6cfd51c208e1ef4f7cfee65fbccd4f8-PE.pkg,UP3059-PCSE01146_00-0000000000000013-A0101-V0101
PSN,PCSE01148,Licky the Lucky Lizard Lives Again,US,1.05,KO5ifR1dQ+eHBhgbmJpBTDU0NLEA2e/j6ewd6eMZ5RjkAnYUPv9NW8/b8uve1DaXz1qiF0+eyBqN8cENABReFb0A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01148/PCSE01148_T4/b4daf4d8c8cf35a4/UP3056-PCSE01148_00-LICKYLIZARD00005-A0105-V0100-1b6c0f26f9b27eae45ca28cad904946c8d85dce0-PE.pkg,UP3056-PCSE01148_00-LICKYLIZARD00005-A0105-V0100
CARD,PCSE01149,Night Trap: 25th Anniversary Edition,US,1.01,KO5ifR1dQ+eHBhibmJpCTDU0NLEE2e/n6e4REhLkGODo5+cJdB4+/82y2SLWr35WY1fJWoHZJyc+HY3xwQ0A0h4U+QAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01149/PCSE01149_T0/32d641f0efb688a9/UP3455-PCSE01149_00-NIGHTTRAPANNI003-A0101-V0100-790f1521a8750c3f2c53f2ed0aa0cea6065dbea0-PE.pkg,UP3455-PCSE01149_00-NIGHTTRAPANNI003-A0101-V0100
PSN,PCSE01153,Secret of Mana,US,1.03,KO5ifR1dQ+eHBgBdYQQx1dDQ1Bhkf7Crc5BriL+br6OfY0BwmAE+/4U8W2OjILZnlxuTGrfAuSMpozE+uAEAOqcTYQAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01153/PCSE01153_T3/7f741522658d0940/UP0082-PCSE01153_00-SECRETOFMANAPSV0-A0103-V0100-320c24583181afede24b6cab2d4a2acd7a0c2d16-PE.pkg,UP0082-PCSE01153_00-SECRETOFMANAPSV0-A0103-V0100
CARD,PCSE01158,Mecho Tales,US,1.01,KO5ifR1dQ+eHBhiaWppATDU0NLUA2e/r6uzhH+Lo4xoMsRSf/5yeaL366sxZufP8onctS8LKRmN8cAMAsYwVhgAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01158/PCSE01158_T0/300899445f660437/UP1594-PCSE01158_00-MECHOTALES000000-A0101-V0100-f550de5e31fa5d90f324f0a3703daeb2d0d6f5f0-PE.pkg,UP1594-PCSE01158_00-MECHOTALES000000-A0101-V0100
PSN,PCSE01171,Digimon Story Cyber Sleuth: Hacker's Memory,US,1.05,KO5ifR1dQ+eHBoBcAjHV0NDcEGS/S7CHo7O3a1Cwr6uvf1CkIT7/xdjKl0+ov+DRXMu9qKvb58ZojA9uAAC7LxRO,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01171/PCSE01171_T3/1a21ff6122d16ef3/UP0700-PCSE01171_00-DSHACKERSMEMORY1-A0105-V0100-bddf69e7637911da644508034f0f6b1b3247e292-PE.pkg,UP0700-PCSE01171_00-DSHACKERSMEMORY1-A0105-V0100
PSN,PCSE01172,Alteric,US,1.01,KO5ifR1dQ+eHBhiamZtCTDU0NDcC2R8cGRAc5ugT4hrkCTLaAJ//egOs+AI2Gt/dvvXQ7qdZjqGjMT64AQC7hxTq,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01172/PCSE01172_T0/7145e1711cde9bd4/UP1675-PCSE01172_00-SYPSVALTERIC0000-A0101-V0100-def3b02f043bc6573bf36715b1d022290ae1e45f-PE.pkg,UP1675-PCSE01172_00-SYPSVALTERIC0000-A0101-V0100
PSN,PCSE01175,Spiral Splatter,US,1.01,KO5ifR1dQ+eHBhiamZtCTDU0NDcF2R8cGRAcFhzgGeToExzg4xiCz38KvWGZjGtcpGar3OVLE5+qOBrjgxsAAE1wEsgA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01175/PCSE01175_T0/e8b4512a84b86659/UP1675-PCSE01175_00-SYPSVSPIRALSPLAT-A0101-V0100-09021c4635165400cde234266f49ac166751aa6e-PE.pkg,UP1675-PCSE01175_00-SYPSVSPIRALSPLAT-A0101-V0100
PSN,PCSE01177,Iconoclasts,US,1.05,KO5ifR1dQ+eHBhgamZtATDU0NDcH2e8JtN3f2ccxOCQYbCk+//lKZkm1M5memflf8K3VrDlcozE+uAEA2EsTMwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01177/PCSE01177_T4/2aaa6e935d2cccb2/UP1274-PCSE01177_00-ICONOCLASTS00000-A0105-V0100-ff11261e9c5cf939eb134f54dee7edcf6e1296f1-PE.pkg,UP1274-PCSE01177_00-ICONOCLASTS00000-A0105-V0100
PSN,PCSE01179,The Lost Child,US,1.02,KO5ifR1dQ+eHBhgamBlDTDU0NLcE2R/i4erjHxzi7OHpAzLSAJ//bkQebr57xC1fbuN6vX9NKQKjMT64AQAysxUv,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01179/PCSE01179_T1/7a4d74237150acab/UP1063-PCSE01179_00-THELOSTCHILD0000-A0102-V0100-173a2f7163aa231bb344491bc2ef8fca40c076fb-PE.pkg,UP1063-PCSE01179_00-THELOSTCHILD0000-A0102-V0100
CARD,PCSE01184,Musynx,US,1.04,KO5ifR1dQ+eHBhgZGEJNNTS0MAHZ7xsaHOnnHBAcFhoMthSf/wqWW1nVHZWpLZpmL6L79FjmaIwPbgAACgMT5AAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01184/PCSE01184_T10/bcde7f3d84c92ade/UP2011-PCSE01184_00-MUSYNCPSVUS00000-A0104-V0102-0efc58aa1b748a80a9ce53d29364814d7009939d-PE.pkg,/UP2011-PCSE01184_00-MUSYNCPSVUS00000-A0104-V010
PSN,PCSE01188,I Am The Hero,US,1.01,KO5ifR1dQ+eHBhhYWEJNNTS0sADZH+QY4uhu4OnoG+Lh6uEa5I/Pf4/WHzze37y1Z8WWOa8vnd8fOhrjgxsAAPadGAwA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01188/PCSE01188_T0/56f8cc4d6a636f7f/UP0891-PCSE01188_00-RATAG0IAMTHEHERO-A0101-V0100-17608dd9c97b8d7a303ce2a7d651b9f11aedb925-PE.pkg,UP0891-PCSE01188_00-RATAG0IAMTHEHERO-A0101-V0100
CARD,PCSE01191,Xenon Valkyrie+,US,1.01,KO5ifR1dQ+eHBhiam1tATDU0tDQE2R/h6ufvF+bo4x0Z5AmyC5//PgivmhfauGDCy/M/LZv2Pnw9GuODGwAAqdkXRwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01191/PCSE01191_T0/62472254ac309306/UP1778-PCSE01191_00-XENONVALKYRIE000-A0101-V0100-ed65588309b82ebe9a99c7c7ab90492cd5b365dc-PE.pkg,UP1778-PCSE01191_00-XENONVALKYRIE000-A0101-V0100
PSN,PCSE01198,Rogue Aces,US,1.02,KO5ifR1dQ+eHBpgYW5pCTDU0tLQA2R/k7x7q6ujsGgy1FJ//ThjPNOPZ9o0vUFP+jLfWVfbRGB/cAAASFxK7,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01198/PCSE01198_T4/779dc7e79514e6d7/UP4395-PCSE01198_00-ROGUEACES0000000-A0102-V0100-ed7ef1fb4f26cbcd875ef60015604155df93223b-PE.pkg,UP4395-PCSE01198_00-ROGUEACES0000000-A0102-V0100
PSN,PCSE01219,Deep Ones,US,1.01,KO5ifR1dQ+eHBhiamZtCTDU0MrQE2R8cGRAc5uLqGuDv5xoMMgMPWCa6s4jX8ahAww1PoSt3ZxiPxvjgBgCnHBQ/,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01219/PCSE01219_T0/02dea6d2b30bcb79/UP1675-PCSE01219_00-SYPSVDEEPONES000-A0101-V0100-f131891e96388e5c73cc9ea8a5ad33176f81bdd1-PE.pkg,UP1675-PCSE01219_00-SYPSVDEEPONES000-A0101-V0100
PSN,PCSE01221,Metropolis: Lux Obscura,US,1.03,KO5ifR1dQ+eHBhiamZtCTDU0MjIE2R8cGRAc5usaEuQf4O/jGeyDz3+O9We2JXF4vb450+Pk0cTi+tEYH9wAAIwAFfMA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01221/PCSE01221_T2/3ad92b7308f595e4/UP1675-PCSE01221_00-SYPSVMETROPOLISL-A0103-V0100-6e267e41073bfe3c935c18da4f000479c6ccc635-PE.pkg,UP1675-PCSE01221_00-SYPSVMETROPOLISL-A0103-V0100
CARD,PCSE01224,The King of Fighters '97: Global Match,US,1.02,KO5ifR1dQ+eHBhiYmptBTDU0MjIB2e/t72Zp7u7j7+To4+sY4uyBz38Hcv+dZmd5+S/qYVrdn4Wsu0djfHADAAnLFkwA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01224/PCSE01224_T1/e388105e8bdc29b7/UP0576-PCSE01224_00-KOF97GLOBALMATCH-A0102-V0100-bdf451936aae809bcb02123df1854bce9a4b89e8-PE.pkg,UP0576-PCSE01224_00-KOF97GLOBALMATCH-A0102-V0100
PSN,PCSE01225,Super Skull Smash GO! 2 Turbo,US,1.01,KO5ifR1dQ+eHBhhYWppATDU0MjIF2R/i6BzsHerjE+zrGOzh7m+Ez38bDRk9GDS4JkVvvjHhwkXTtNEYH9wAAN0jE8cA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01225/PCSE01225_T0/f484cc82e09c907a/UP0994-PCSE01225_00-TACSKULLSMASHGO2-A0101-V0100-c6015bcf8190c92fe2e95aae815263e86307b323-PE.pkg,UP0994-PCSE01225_00-TACSKULLSMASHGO2-A0101-V0100
PSN,PCSE01226,Russian Subway Dogs,US,1.01,KO5ifR1dQ+eHBhiYGZtATDU0MjID2R8UGhwc6uTi7x4cEBwGMgMP4LitsCCislB/3X8mi3d7vzuPxvjgBgDLTxTx,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01226/PCSE01226_T1/83dc59a45857bc1c/UP0634-PCSE01226_00-RUSSUBDOGSPSV000-A0101-V0101-f29e72ccb6335935a59c096ba096db6be283847d-PE.pkg,UP0634-PCSE01226_00-RUSSUBDOGSPSV000-A0101-V0101
PSN,PCSE01229,Reverie,US,1.02,KO5ifR1dQ+eHBhhYGBpBTDU0MrIE2R/k6Onn5BniGhzkGuYa5OmKz39RE5Y+N1cKiT565/d51+YrraMxPrgBAOigFjUA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01229/PCSE01229_T1/887d4d3fc13cee36/UP0812-PCSE01229_00-RAINBITESREVERIE-A0102-V0100-ac891fe2156a28bbbe34741ec5f020e2841f1df8-PE.pkg,UP0812-PCSE01229_00-RAINBITESREVERIE-A0102-V0100
CARD,PCSE01232,Cosmic Star Heroine,US,1.01,KO5ifR1dQ+eHBgBdYg4x1dDI2Ahkf5Srk3+ki3OwhxvYZkN8/nvq5Fv3cvY+r/ilImvua/67PBrjgxsAAAe8FbkA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01232/PCSE01232_T0/3351ac86ea74144e/UP0707-PCSE01232_00-ZEBOYDCSHFG00001-A0101-V0100-05d324adb6187abae95efe7b328a4a59e114f5ba-PE.pkg,UP0707-PCSE01232_00-ZEBOYDCSHFG00001-A0101-V0100
PSN,PCSE01235,Stardew Valley,US,1.02,KO5ifR1dQ+eHBhiZmJpBTDU0MjYF2R8c4hjk4hoOtjDY09URrwf/dljf+qq3KfFt+9WFTlr3R2N8cAMA8/UVrAAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01235/PCSE01235_T1/791fc2740a642288/UP2456-PCSE01235_00-STARDEW00000SIEA-A0102-V0100-fe543404458cce0831718b96dd8c3188ad667257-PE.pkg,UP2456-PCSE01235_00-STARDEW00000SIEA-A0102-V0100
PSN,PCSE01237,InkSplosion,US,1.01,KO5ifR1dQ+eHBhhYWEJNNTQyNgfZH+QY4uju6ecdHODjH+zp74fPf4JbVn597BWT1Facuuwos83U0Rgf3AAARt0VMQAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01237/PCSE01237_T0/99f560e735f2d637/UP0891-PCSE01237_00-RATAGINKSPLOSION-A0101-V0101-fc155ced84b9a3348816b5ef6cb0edabd6f3acdc-PE.pkg,UP0891-PCSE01237_00-RATAGINKSPLOSION-A0101-V0101
PSN,PCSE01240,Sir Eatsalot,US,1.01,KO5ifR1dQ+eHBpiYmxlBTDU0MgHbj2SfgaGhsTk+/3krCu6vyvLKY0ja7H3drNh6NMYHNwAA8P0RjwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01240/PCSE01240_T0/9c2fc2beae09e92a/UP4762-PCSE01240_00-G000000000001137-A0101-V0100-c834189d59e934da501980cb97a3c9b96c40c84d-PE.pkg,UP4762-PCSE01240_00-G000000000001137-A0101-V0100
PSN,PCSE01246,Timespinner,US,1.04,KO5ifR1dQ+eHBhiYGJlBTDU0MjED2R/i6esaHODp5+caBLYUn/8C3/yXCBXYExu1QXgSE6vUndEYH9wAAOcyEzQA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01246/PCSE01246_T3/af7a1ee5bfef5964/UP0426-PCSE01246_00-TIMESPINNER00000-A0104-V0100-7e073439a5d48283e5d2a47448edee90359abe6c-PE.pkg,UP0426-PCSE01246_00-TIMESPINNER00000-A0104-V0100
PSN,PCSE01248,War Theatre,US,1.03,KO5ifR1dQ+eHBhiaWppATDU0MrEA2R/uGBTi4eoYEgSyyBBoBh6w5Ezy+l+mN689b/4XfOxZVsdojA9uAACyCxdS,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01248/PCSE01248_T2/b86f158b3003166c/UP1594-PCSE01248_00-WARTHEATRE000100-A0103-V0100-5057ae1f3a5b06b879afb594a8b454bdd17858db-PE.pkg,UP1594-PCSE01248_00-WARTHEATRE000100-A0103-V0100
PSN,PCSE01251,Riddled Corpses EX,US,1.01,KO5ifR1dQ+eHBhiam1tATDU0MjUE2R/k6eLi4+oCtxSf/4pZ3NoPZ/RH3mud39n8///C0Rgf3AAA/9oVKwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01251/PCSE01251_T0/62709028c8323932/UP1778-PCSE01251_00-RIDDLED000000000-A0101-V0100-9a944cc1a1011ff018b01e9daca8518319591b35-PE.pkg,UP1778-PCSE01251_00-RIDDLED000000000-A0101-V0100
PSN,PCSE01254,Fate/Extella Link,US,1.01,KO5ifR1dQ+eHBhgaGBlDTDU0MjUB2e/mGOLqGhHi6uPj6OPp5x2Mz3/Bv3/mN2xjmid84M5ZhX6He6MxPrgBAIQ/FfYA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01254/PCSE01254_T0/98b0c33bc0566fd3/UP1023-PCSE01254_00-FATEEXTELLALINKS-A0101-V0100-ca2787017e7589e1f5bb5dc0beb3536a1a301abd-PE.pkg,UP1023-PCSE01254_00-FATEEXTELLALINKS-A0101-V0100
PSN,PCSE01258,Halloween Forever,US,1.02,KO5ifR1dQ+eHBhhYWppATDU0MrUA2e/h6OPjH+7q6ufmH+Qa5ueIz3/lCsyehbX9py++vjsz/hzD7dEYH9wAAOX+FZoA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01258/PCSE01258_T2/0be40d2dd1340f6a/UP0994-PCSE01258_00-HALLOWEENFOREVNA-A0102-V0100-5abe18beb4bf990e7d4aafa13c2c8c6a65200a6c-PE.pkg,UP0994-PCSE01258_00-HALLOWEENFOREVNA-A0102-V0100
CARD,PCSE01259,Muv-Luv,US,1.01,KO5ifR1dQ+eHBpgYWRpDTDU0MrUE2+/uamBu6hsaBrUUn/8KLFuLnFxPWK99sVro57unkqMxPrgBAAqVFJQA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01259/PCSE01259_T0/c81dedbf57ae73ac/UP4293-PCSE01259_00-AGE075MUV0000000-A0101-V0100-8fd651a4d73a2ae3d632844cca7763ee8ce42377-PE.pkg,UP4293-PCSE01259_00-AGE075MUV0000000-A0101-V0100
CARD,PCSE01260,Muv-Luv Alternative,US,1.02,KO5ifR1dQ+eHBpgYWRpDTDU0MoPY7+5qYG7m6BMCtRSf/1gWHQ6Y2rHdpSec1fvr/4nGozE+uAEAxkYT0QAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01260/PCSE01260_T2/f205f08910e1632b/UP4293-PCSE01260_00-AGE076ALT0000000-A0102-V0100-efcce8ee90417c4318f9b3626a8778bea7ecb713-PE.pkg,UP4293-PCSE01260_00-AGE076ALT0000000-A0102-V0100
PSN,PCSE01261,FullBlast,US,1.01,KO5ifR1dQ+eHBhhYWEJNNTQyMwTZH+QY4ujj6O4W6uPj5OMYHILPf3rrxERfFzeUKB3nKM0rs2MZjfHBDQClDRMF,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01261/PCSE01261_T0/156e009b4c38f675/UP0891-PCSE01261_00-RATALAGFULLBLAST-A0101-V0100-c5367040fe8fe9848eb0ba9d7d9872f3cea0f658-PE.pkg,UP0891-PCSE01261_00-RATALAGFULLBLAST-A0101-V0100
PSN,PCSE01262,Bloodstained: Curse of the Moon,US,1.01,KO5ifR1dQ+eHBhgaGphATDU0MjMC2e/sH+Ib5hniGBAQGgyyFJ//Dj8t5Tvm+sdr8cuJgTtsv50djfHBDQBekxaB,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01262/PCSE01262_T0/a6dc47b10b1cbbbe/UP1104-PCSE01262_00-COTMVITAPPUS0000-A0101-V0100-5a15b0a0ea54f506d91045380d846d616ccaa5dc-PE.pkg,UP1104-PCSE01262_00-COTMVITAPPUS0000-A0101-V0100
PSN,PCSE01263,Super Destronaut DX,US,1.01,KO5ifR1dQ+eHBhhYWEJNNTQyMwbZH+QeHBrgGuTiGhwS5O/nGIrPf2pZPwJVl1o3vJh45xWnmPHe0Rgf3AAA/q8VBgAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01263/PCSE01263_T0/a5d4ad4afa424add/UP0891-PCSE01263_00-RGSUPERDESTRONAU-A0101-V0100-757cfb711fa35464ddb4885e9431a9adf32ca1e8-PE.pkg,UP0891-PCSE01263_00-RGSUPERDESTRONAU-A0101-V0100
PSN,PCSE01264,Mecho Wars: Desert Ashes,US,1.07,KO5ifR1dQ+eHBhiaWppATDU0MjMB2e8b7uKIsBFoBh5g68zAWJvtGjXrxN8nT3SvJYzG+OAGACYiE3sA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01264/PCSE01264_T8/e43d4dc17d7f1a82/UP1594-PCSE01264_00-MWDA000000000100-A0107-V0100-1df8838c68f012690c4d63a394b0ffbd4f20602e-PE.pkg,UP1594-PCSE01264_00-MWDA000000000100-A0107-V0100
PSN,PCSE01266,Waking Violet,US,1.02,KO5ifR1dQ+eHBpiYWJhDTDU0MjMD2Q+yKNzR29PPPczT38c1BJ//LJJMi4zvsN09VXr4YSOP4cTRGB/cAACX7hQ+,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01266/PCSE01266_T1/dd93479a43d048c0/UP4487-PCSE01266_00-0000WAKINGVIOLET-A0102-V0101-bde217c5a13243472c5ae3b5f6c4fb944f109089-PE.pkg,UP4487-PCSE01266_00-0000WAKINGVIOLET-A0102-V0101
PSN,PCSE01268,Pato Box,US,1.01,KO5ifR1dQ+eHBhgYGVhCTDU0MrMA2e8UFOBkZGBoAbMUn/9kdsjOFZl1v2/fIv6LPktCIkdjfHADACLME3IA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01268/PCSE01268_T4/761ee4cf15349c17/UP0209-PCSE01268_00-BRPB201800000000-A0101-V0100-245e6c42a68c1dcddb60edc43bdd8882ac449165-PE.pkg,UP0209-PCSE01268_00-BRPB201800000000-A0101-V0100
PSN,PCSE01280,Sigi: A Fart for Melusina,US,1.02,KO5ifR1dQ+eHBhiamZtCTDU0sgDbHxwZEBwW7Onu6ejmGBTi5o/Pf5N3/a16wNmzbc/lp0tD39/vGI3xwQ0A8/MYBAAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01280/PCSE01280_T1/36cec5afbe9843d7/UP1675-PCSE01280_00-SYPSVSIGIAFARTFO-A0102-V0100-d1c5e9a92e09d91f2807a200c4a9a03772f97f8c-PE.pkg,UP1675-PCSE01280_00-SYPSVSIGIAFARTFO-A0102-V0100
PSN,PCSE01302,Revenge of the Bird King,US,1.01,KO5ifR1dQ+eHBhiYGFtATDU0NjAC2W+ACgzx+e9I++pXa7qf/fpaw1rYaXaPfzTGBzcAAKneFP8A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01302/PCSE01302_T1/77a0dc926c7ce5b5/UP0438-PCSE01302_00-0000000000000001-A0101-V0100-a77b9a6369b72aadb3225661c7830d91a9c1be63-PE.pkg,UP0438-PCSE01302_00-0000000000000001-A0101-V0100
PSN,PCSE01314,Vasara Collection,US,1.02,KO5ifR1dQ+eHBhgZmlpATDU0NjQB2R/mGOwY5OgBdISPj2tAcBg+//kunzHj/O/c8zfloiKeGJfEjsb44AYAbXkV5QAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01314/PCSE01314_T0/efb7b32a71b1683a/UP2158-PCSE01314_00-VASARAHDCOLLEPSV-A0102-V0100-851ce53e4d4f26bbfb2ae16f59a1c71926b1d8e7-PE.pkg,UP2158-PCSE01314_00-VASARAHDCOLLEPSV-A0102-V0100
CARD,PCSE01318,Nurse Love Syndrome,US,1.01,KO5ifR1dQ+eHBhgamJpBTDU0NrQA2e8XGhTs6uMf5hoc6RcaDDQDD9ig4vO2ifnSzguv/q0UuCVrMxrjgxsAAJgBFf4A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01318/PCSE01318_T0/e1c2045ec8336b6e/UP1056-PCSE01318_00-NURSELOVESYNUS00-A0101-V0100-489fcd4ee72d14060666d5fe65ae6052d004c7eb-PE.pkg,UP1056-PCSE01318_00-NURSELOVESYNUS00-A0101-V0100
CARD,PCSE01320,The Lost Child,US,1.01,KO5ifR1dQ+eHBhgamBlDTDU0NgLbH+Lh6uMfHOLs4ekDMtIAn/82qIV/ajdx51/7MMP22o7Az6MxPrgBALLvFOsA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01320/PCSE01320_T0/9acd19993c49a68f/UP1063-PCSE01320_00-THELOSTCHILD0000-A0101-V0100-c7ebf0a2481f4de9d85a61d8bfb38cbdad8c6efc-PE.pkg,UP1063-PCSE01320_00-THELOSTCHILD0000-A0101-V0100
