game_name,id,type,region,languages,title,year,month,day,rom_name
Haze (Japan) (JA),BLJS10019,PS3,NTSC-J,JA,Haze,2008,5,22,Haze (Japan) (JA).iso
"Dragon Ball Z: Burst Limit (Japan) (JA,KO)",BLJS10020,PS3,NTSC-J,"JA,KO",Dragon Ball Z: Burst Limit,2008,6,5,"Dragon Ball Z: Burst Limit (Japan) (JA,KO).iso"
Dark Sector (Japan) (JA),BLJS10021,PS3,NTSC-J,JA,Dark Sector,2008,3,25,Dark Sector (Japan) (JA).iso
Enemy Territory: Quake Wars (Japan) (JA),BLJS10022,PS3,NTSC-J,JA,Enemy Territory: Quake Wars,2008,,,Enemy Territory: Quake Wars (Japan) (JA).iso
"The Darkness (Japan) (EN,JA)",BLJS10023,PS3,NTSC-J,"EN,JA",The Darkness,2008,6,26,"The Darkness (Japan) (EN,JA).iso"
Kung Fu Panda (Japan) (JA),BLJS10024,PS3,NTSC-J,JA,Kung Fu Panda,2008,,,Kung Fu Panda (Japan) (JA).iso
Kane & Lynch: Dead Men (Japan) (JA),BLJS10025,PS3,NTSC-J,JA,Kane & Lynch: Dead Men,2008,7,10,Kane & Lynch: Dead Men (Japan) (JA).iso
"Soulcalibur IV (Japan) (EN,JA)",BLJS10026,PS3,NTSC-J,"EN,JA",Soulcalibur IV,2008,7,31,"Soulcalibur IV (Japan) (EN,JA).iso"
Double Clutch (Japan) (JA),BLJS10028,PS3,NTSC-J,JA,Double Clutch,2014,,,Double Clutch (Japan) (JA).iso
Guitar Hero Aerosmith (Japan) (JA),BLJS10030,PS3,NTSC-J,JA,Guitar Hero Aerosmith,2014,,,Guitar Hero Aerosmith (Japan) (JA).iso
Call of Duty 4: Modern Warfare (Japan) (JA),BLJS10031,PS3,NTSC-J,JA,Call of Duty 4: Modern Warfare,2014,1,1,Call of Duty 4: Modern Warfare (Japan) (JA).iso
Guitar Hero III Legends of Rock (Japan) (JA),BLJS10032,PS3,NTSC-J,JA,Guitar Hero III Legends of Rock,2014,,,Guitar Hero III Legends of Rock (Japan) (JA).iso
Guitar Hero Aerosmith (Japan) (JA),BLJS10033,PS3,NTSC-J,JA,Guitar Hero Aerosmith,2014,,,Guitar Hero Aerosmith (Japan) (JA).iso
The Elder Scrolls IV: Oblivion: Game of the Year Edition (Japan) (JA),BLJS10034,PS3,NTSC-J,JA,The Elder Scrolls IV: Oblivion: Game of the Year Edition,2010,4,22,The Elder Scrolls IV: Oblivion: Game of the Year Edition (Japan) (JA).iso
"Fracture (Japan) (EN,JA)",BLJS10037,PS3,NTSC-J,"EN,JA",Fracture,2008,10,30,"Fracture (Japan) (EN,JA).iso"
Samurai Dou 3 (Japan) (JA),BLJS10039,PS3,NTSC-J,JA,Samurai Dou 3,2008,11,13,Samurai Dou 3 (Japan) (JA).iso
"Fallout 3 (Japan) (JA,KO)",BLJS10040,PS3,NTSC-J,"JA,KO",Fallout 3,2009,1,15,"Fallout 3 (Japan) (JA,KO).iso"
BioShock (Japan) (JA),BLJS10041,PS3,NTSC-J,JA,BioShock,2014,1,1,BioShock (Japan) (JA).iso
LEGO Batman: The Videogame (Japan) (JA),BLJS10042,PS3,NTSC-J,JA,LEGO Batman: The Videogame,2008,12,18,LEGO Batman: The Videogame (Japan) (JA).iso
Naruto: Narutimate Storm (Japan) (JA),BLJS10043,PS3,NTSC-J,JA,Naruto: Narutimate Storm,2021,,,Naruto: Narutimate Storm (Japan) (JA).iso
"Tomb Raider: Underworld (Japan) (JA,KO)",BLJS10044,PS3,NTSC-J,"JA,KO",Tomb Raider: Underworld,2009,1,29,"Tomb Raider: Underworld (Japan) (JA,KO).iso"
"The King of Fighters XII (Japan) (EN,JA)",BLJS10045,PS3,NTSC-J,"EN,JA",The King of Fighters XII,2009,7,30,"The King of Fighters XII (Japan) (EN,JA).iso"
Katamari Damashii Tribute (Japan) (JA),BLJS10047,PS3,NTSC-J,JA,Katamari Damashii Tribute,2009,7,23,Katamari Damashii Tribute (Japan) (JA).iso
NBA 2K9 (Japan) (JA),BLJS10048,PS3,NTSC-J,JA,NBA 2K9,2015,,,NBA 2K9 (Japan) (JA).iso
NHL 2K9 (Japan) (JA),BLJS10049,PS3,NTSC-J,JA,NHL 2K9,2008,,,NHL 2K9 (Japan) (JA).iso
Mobile Suit Gundam - Senki Record U.C. 0081 (Japan) (JA),BLJS10050,PS3,NTSC-J,JA,Mobile Suit Gundam - Senki Record U.C. 0081,2009,9,3,Mobile Suit Gundam - Senki Record U.C. 0081 (Japan) (JA).iso
Major League Baseball 2K9 (Japan) (JA),BLJS10051,PS3,NTSC-J,JA,Major League Baseball 2K9,2009,7,9,Major League Baseball 2K9 (Japan) (JA).iso
"Top Spin 3 (Japan) (EN,JA)",BLJS10052,PS3,NTSC-J,"EN,JA",Top Spin 3,2008,6,23,"Top Spin 3 (Japan) (EN,JA).iso"
Tales of Vesperia (Japan) (JA),BLJS10053,PS3,NTSC-J,JA,Tales of Vesperia,2009,9,17,Tales of Vesperia (Japan) (JA).iso
Wanted: Weapons of Fate (Japan) (JA),BLJS10054,PS3,NTSC-J,JA,Wanted: Weapons of Fate,2009,6,25,Wanted: Weapons of Fate (Japan) (JA).iso
50 Cent: Blood on the Sand (Japan) (JA),BLJS10056,PS3,NTSC-J,JA,50 Cent: Blood on the Sand,2009,7,23,50 Cent: Blood on the Sand (Japan) (JA).iso
428: Fuusa Sareta Shibuya de (Japan) (JA),BLJS10057,PS3,NTSC-J,JA,428: Fuusa Sareta Shibuya de,2009,1,1,428: Fuusa Sareta Shibuya de (Japan) (JA).iso
BioShock (Spike the Best) (Japan) (JA),BLJS10058,PS3,NTSC-J,JA,BioShock (Spike the Best),2014,1,1,BioShock (Spike the Best) (Japan) (JA).iso
Kane &amp; Lynch: Dead Men (Japan) (JA),BLJS10059,PS3,NTSC-J,JA,Kane &amp; Lynch: Dead Men,2014,,,Kane &amp; Lynch: Dead Men (Japan) (JA).iso
Janline R (Japan) (JA),BLJS10060,PS3,NTSC-J,JA,Janline R,2015,,,Janline R (Japan) (JA).iso
"WET (Japan) (EN,JA)",BLJS10062,PS3,NTSC-J,"EN,JA",WET,2009,9,17,"WET (Japan) (EN,JA).iso"
Makai Senki Disgaea 3: Raspberyl-hen Hajimemashita. (Japan) (JA),BLJS10063,PS3,NTSC-J,JA,Makai Senki Disgaea 3: Raspberyl-hen Hajimemashita.,2014,,,Makai Senki Disgaea 3: Raspberyl-hen Hajimemashita. (Japan) (JA).iso
NBA 2K10 (Japan) (JA),BLJS10064,PS3,NTSC-J,JA,NBA 2K10,2014,,,NBA 2K10 (Japan) (JA).iso
NHL 2K10 (Japan) (JA),BLJS10065,PS3,NTSC-J,JA,NHL 2K10,2008,,,NHL 2K10 (Japan) (JA).iso
Dragon Ball: Raging Blast (Japan) (JA),BLJS10066,PS3,NTSC-J,JA,Dragon Ball: Raging Blast,2021,,,Dragon Ball: Raging Blast (Japan) (JA).iso
Tekken 6 (Japan) (JA),BLJS10067,PS3,NTSC-J,JA,Tekken 6,2009,10,27,Tekken 6 (Japan) (JA).iso
"Fallout 3 Game of the Year Edition (Japan) (EN,JA)",BLJS10068,PS3,NTSC-J,"EN,JA",Fallout 3 Game of the Year Edition,2009,12,3,"Fallout 3 Game of the Year Edition (Japan) (EN,JA).iso"
Last Rebellion (Japan) (JA),BLJS10070,PS3,NTSC-J,JA,Last Rebellion,2010,1,28,Last Rebellion (Japan) (JA).iso
Sacred 2: Fallen Angel (Japan) (JA),BLJS10071,PS3,NTSC-J,JA,Sacred 2: Fallen Angel,2015,,,Sacred 2: Fallen Angel (Japan) (JA) (v1.00).iso
"No More Heroes: Eiyuu-tachi no Rakuen (Japan) (EN,JA)",BLJS10072,PS3,NTSC-J,"EN,JA",No More Heroes: Eiyuu-tachi no Rakuen,2010,4,15,"No More Heroes: Eiyuu-tachi no Rakuen (Japan) (EN,JA).iso"
Red Seeds Profile (Japan) (JA),BLJS10073,PS3,NTSC-J,JA,Red Seeds Profile,2010,3,10,Red Seeds Profile (Japan) (JA).iso
Ar tonelico III: Sekai Shuuen no Hikigane wa Shoujo no Uta ga Hiku (Japan) (JA),BLJS10075,PS3,NTSC-J,JA,Ar tonelico III: Sekai Shuuen no Hikigane wa Shoujo no Uta ga Hiku,2014,1,1,Ar tonelico III: Sekai Shuuen no Hikigane wa Shoujo no Uta ga Hiku (Japan) (JA).iso
Eat Lead: Matt Hazard no Gyakushuu (Japan) (JA),BLJS10076,PS3,NTSC-J,JA,Eat Lead: Matt Hazard no Gyakushuu,2015,,,Eat Lead: Matt Hazard no Gyakushuu (Japan) (JA).iso
Midnight Club: Los Angeles (Spike the Best) (Japan) (JA),BLJS10077,PS3,NTSC-J,JA,Midnight Club: Los Angeles (Spike the Best),2014,1,1,Midnight Club: Los Angeles (Spike the Best) (Japan) (JA).iso
BioShock 2 (Japan) (JA),BLJS10078,PS3,NTSC-J,JA,BioShock 2,2014,,,BioShock 2 (Japan) (JA).iso
PachiPara 15: Super Umi Monogatari in Okinawa 2 (Japan) (JA),BLJS10079,PS3,NTSC-J,JA,PachiPara 15: Super Umi Monogatari in Okinawa 2,2014,,,PachiPara 15: Super Umi Monogatari in Okinawa 2 (Japan) (JA).iso
Clash of the Titans: The Videogame (Japan) (JA),BLJS10080,PS3,NTSC-J,JA,Clash of the Titans: The Videogame,2010,,,Clash of the Titans: The Videogame (Japan) (JA).iso
Another Century's Episode R (Japan) (JA),BLJS10081,PS3,NTSC-J,JA,Another Century's Episode R,2013,1,1,Another Century's Episode R (Japan) (JA).iso
Dead to Rights: Retribution (Japan) (JA),BLJS10082,PS3,NTSC-J,JA,Dead to Rights: Retribution,2021,,,Dead to Rights: Retribution (Japan) (JA).iso
The Idolmaster 2 (Japan) (JA),BLJS10083,PS3,NTSC-J,JA,The Idolmaster 2,2011,2,24,The Idolmaster 2 (Japan) (JA).iso
Naruto Shippuuden: Narutimate Storm 2 (Japan) (JA),BLJS10084,PS3,NTSC-J,JA,Naruto Shippuuden: Narutimate Storm 2,2015,,,Naruto Shippuuden: Narutimate Storm 2 (Japan) (JA).iso
Dragon Ball: Raging Blast 2 (Japan) (JA),BLJS10085,PS3,NTSC-J,JA,Dragon Ball: Raging Blast 2,2021,,,Dragon Ball: Raging Blast 2 (Japan) (JA).iso
Red Faction: Guerrilla (Spike the Best) (Japan) (JA),BLJS10086,PS3,NTSC-J,JA,Red Faction: Guerrilla (Spike the Best),2014,,,Red Faction: Guerrilla (Spike the Best) (Japan) (JA).iso
"Tomb Raider: Underworld (Spike the Best) (Japan) (JA,KO)",BLJS10087,PS3,NTSC-J,"JA,KO",Tomb Raider: Underworld (Spike the Best),2010,7,8,"Tomb Raider: Underworld (Spike the Best) (Japan) (JA,KO).iso"
Knights Contract (Japan) (JA),BLJS10088,PS3,NTSC-J,JA,Knights Contract,2014,,,Knights Contract (Japan) (JA).iso
Enslaved: Odyssey to the West (Japan) (JA),BLJS10089,PS3,NTSC-J,JA,Enslaved: Odyssey to the West,2014,1,1,Enslaved: Odyssey to the West (Japan) (JA).iso
Major League Baseball 2K10 (Japan) (JA),BLJS10090,PS3,NTSC-J,JA,Major League Baseball 2K10,2010,8,26,Major League Baseball 2K10 (Japan) (JA).iso
Big 3 Gun Shooting (Japan) (JA),BLJS10091,PS3,NTSC-J,JA,Big 3 Gun Shooting,2014,,,Big 3 Gun Shooting (Japan) (JA).iso
PachiPara 16: Gingira Paradise 2 (Japan) (JA),BLJS10092,PS3,NTSC-J,JA,PachiPara 16: Gingira Paradise 2,2010,,,PachiPara 16: Gingira Paradise 2 (Japan) (JA).iso
Tales of Graces f (Japan) (JA),BLJS10093,PS3,NTSC-J,JA,Tales of Graces f,2012,1,1,Tales of Graces f (Japan) (JA).iso
Makai Senki Disgaea 4 (Limited Edition) (Japan) (JA),BLJS10094,PS3,NTSC-J,JA,Makai Senki Disgaea 4 (Limited Edition),2011,2,24,Makai Senki Disgaea 4 (Limited Edition) (Japan) (JA).iso
Makai Senki Disgaea 4 (Japan) (JA),BLJS10095,PS3,NTSC-J,JA,Makai Senki Disgaea 4,2011,2,24,Makai Senki Disgaea 4 (Japan) (JA).iso
Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo (Japan) (JA),BLJS10096,PS3,NTSC-J,JA,Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo,2014,,,Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo (Japan) (JA).iso
Majin to Ushinawareta Oukoku (Japan) (JA),BLJS10098,PS3,NTSC-J,JA,Majin to Ushinawareta Oukoku,2015,,,Majin to Ushinawareta Oukoku (Japan) (JA).iso
428: Fuusa Sareta Shibuya de (Japan) (JA),BLJS10099,PS3,NTSC-J,JA,428: Fuusa Sareta Shibuya de,2014,1,1,428: Fuusa Sareta Shibuya de (Japan) (JA).iso
Bikkuri Pachinko: Ashita no Joe: Kyoraku Collection Vol. 1 (Japan) (JA),BLJS10102,PS3,NTSC-J,JA,Bikkuri Pachinko: Ashita no Joe: Kyoraku Collection Vol. 1,2014,,,Bikkuri Pachinko: Ashita no Joe: Kyoraku Collection Vol. 1 (Japan) (JA).iso
Rune Factory: Oceans (Japan) (JA),BLJS10106,PS3,NTSC-J,JA,Rune Factory: Oceans,2015,1,1,Rune Factory: Oceans (Japan) (JA).iso
Way of the Samurai 4 (Japan) (JA),BLJS10107,PS3,NTSC-J,JA,Way of the Samurai 4,2011,3,3,Way of the Samurai 4 (Japan) (JA).iso
Suzumiya Haruhi no Tsuisou (Tsuisou Nagato Yuki no Otoshimono Box) (Japan) (JA),BLJS10108,PS3,NTSC-J,JA,Suzumiya Haruhi no Tsuisou (Tsuisou Nagato Yuki no Otoshimono Box),2014,,,Suzumiya Haruhi no Tsuisou (Tsuisou Nagato Yuki no Otoshimono Box) (Japan) (JA).iso
Suzumiya Haruhi no Tsuisou (Japan) (JA),BLJS10109,PS3,NTSC-J,JA,Suzumiya Haruhi no Tsuisou,2014,,,Suzumiya Haruhi no Tsuisou (Japan) (JA).iso
PachiPara 17: Shinkai Monogatari with Agnes Ram (Japan) (JA),BLJS10110,PS3,NTSC-J,JA,PachiPara 17: Shinkai Monogatari with Agnes Ram,2014,,,PachiPara 17: Shinkai Monogatari with Agnes Ram (Japan) (JA).iso
"Top Spin 4 (Japan) (EN,JA)",BLJS10111,PS3,NTSC-J,"EN,JA",Top Spin 4,2011,4,21,"Top Spin 4 (Japan) (EN,JA).iso"
Major League Baseball 2K11 (Japan) (JA),BLJS10112,PS3,NTSC-J,JA,Major League Baseball 2K11,2011,5,12,Major League Baseball 2K11 (Japan) (JA).iso
Earth Defense Force: Insect Armageddon (Japan) (JA),BLJS10113,PS3,NTSC-J,JA,Earth Defense Force: Insect Armageddon,2021,,,Earth Defense Force: Insect Armageddon (Japan) (JA).iso
"No More Heroes: Red Zone Edition (Japan) (EN,JA)",BLJS10114,PS3,NTSC-J,"EN,JA",No More Heroes: Red Zone Edition,2011,7,21,"No More Heroes: Red Zone Edition (Japan) (EN,JA).iso"
"SoulCalibur V (Japan) (EN,JA)",BLJS10115,PS3,NTSC-J,"EN,JA",SoulCalibur V,2012,2,2,"SoulCalibur V (Japan) (EN,JA).iso"
El Shaddai: Ascension of the Metatron (Japan) (JA),BLJS10117,PS3,NTSC-J,JA,El Shaddai: Ascension of the Metatron,2011,4,28,El Shaddai: Ascension of the Metatron (Japan) (JA).iso
Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden (Japan) (JA),BLJS10118,PS3,NTSC-J,JA,Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden,2014,,,Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden (Japan) (JA).iso
Homefront (Japan) (JA),BLJS10119,PS3,NTSC-J,JA,Homefront,2015,,,Homefront (Japan) (JA).iso
Tales of Xillia (Japan) (JA),BLJS10120,PS3,NTSC-J,JA,Tales of Xillia,2011,9,8,Tales of Xillia (Japan) (JA).iso
Duke Nukem Forever (Japan) (JA),BLJS10121,PS3,NTSC-J,JA,Duke Nukem Forever,2011,,,Duke Nukem Forever (Japan) (JA).iso
Daisenryaku Perfect: Senjou no Hasha (Japan) (JA),BLJS10122,PS3,NTSC-J,JA,Daisenryaku Perfect: Senjou no Hasha,2014,,,Daisenryaku Perfect: Senjou no Hasha (Japan) (JA).iso
Angel Senki (Japan) (JA),BLJS10123,PS3,NTSC-J,JA,Angel Senki,2014,,,Angel Senki (Japan) (JA).iso
Angel Love Online (Japan) (JA),BLJS10124,PS3,NTSC-J,JA,Angel Love Online,2014,,,Angel Love Online (Japan) (JA).iso
Lollipop Chainsaw (Premium Edition) (Japan) (JA),BLJS10125,PS3,NTSC-J,JA,Lollipop Chainsaw (Premium Edition),2012,6,14,Lollipop Chainsaw (Premium Edition) (Japan) (JA).iso
Red Faction Armageddon (Japan) (JA),BLJS10126,PS3,NTSC-J,JA,Red Faction Armageddon,2011,6,7,Red Faction Armageddon (Japan) (JA).iso
Ace Combat: Assault Horizon (Japan) (JA),BLJS10127,PS3,NTSC-J,JA,Ace Combat: Assault Horizon,2011,1,1,Ace Combat: Assault Horizon (Japan) (JA).iso
Makai Senki Disgaea 4: Fuuka &amp; Desco-hen Hajimemashita. (Japan) (JA),BLJS10129,PS3,NTSC-J,JA,Makai Senki Disgaea 4: Fuuka &amp; Desco-hen Hajimemashita.,2015,,,Makai Senki Disgaea 4: Fuuka &amp; Desco-hen Hajimemashita. (Japan) (JA).iso
Makai Senki Disgaea 4: Fuuka &amp; Desco-hen Hajimemashita. (Japan) (JA),BLJS10130,PS3,NTSC-J,JA,Makai Senki Disgaea 4: Fuuka &amp; Desco-hen Hajimemashita.,2014,,,Makai Senki Disgaea 4: Fuuka &amp; Desco-hen Hajimemashita. (Japan) (JA).iso
Kidou Senshi Gundam Extreme Vs. (Japan) (JA),BLJS10131,PS3,NTSC-J,JA,Kidou Senshi Gundam Extreme Vs.,2011,12,1,Kidou Senshi Gundam Extreme Vs. (Japan) (JA) (v01.00).iso
Dai-2-Ji Super Robot Taisen OG (Japan) (JA),BLJS10132,PS3,NTSC-J,JA,Dai-2-Ji Super Robot Taisen OG,2014,,,Dai-2-Ji Super Robot Taisen OG (Japan) (JA).iso
Dai-2-Ji Super Robot Taisen OG (Japan) (JA),BLJS10133,PS3,NTSC-J,JA,Dai-2-Ji Super Robot Taisen OG,2013,1,1,Dai-2-Ji Super Robot Taisen OG (Japan) (JA).iso
Saint Seiya Senki (Limited Gold Box) (Japan) (JA),BLJS10134,PS3,NTSC-J,JA,Saint Seiya Senki (Limited Gold Box),2014,,,Saint Seiya Senki (Limited Gold Box) (Japan) (JA).iso
Dragon Ball: Ultimate Blast (Japan) (JA),BLJS10135,PS3,NTSC-J,JA,Dragon Ball: Ultimate Blast,2014,,,Dragon Ball: Ultimate Blast (Japan) (JA).iso
NBA 2K12 (Japan) (JA),BLJS10136,PS3,NTSC-J,JA,NBA 2K12,2021,,,NBA 2K12 (Japan) (JA).iso
"Darkness II (Limited Edition) (Japan) (EN,JA)",BLJS10137,PS3,NTSC-J,"EN,JA",Darkness II (Limited Edition),2012,2,23,"Darkness II (Limited Edition) (Japan) (EN,JA).iso"
The Idolmaster: Gravure for You! Vol. 1 (Japan) (JA),BLJS10138,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 1,2011,10,27,The Idolmaster: Gravure for You! Vol. 1 (Japan) (JA) (v01.00).iso
The Idolm@ster: Gravure For You! Vol. 2 (Japan) (JA),BLJS10139,PS3,NTSC-J,JA,The Idolm@ster: Gravure For You! Vol. 2,2011,11,23,The Idolm@ster: Gravure For You! Vol. 2 (Japan) (JA) (v01.00).iso
The Idolmaster: Gravure for You! Vol. 3 (Japan) (JA),BLJS10140,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 3,2011,12,29,The Idolmaster: Gravure for You! Vol. 3 (Japan) (JA) (v01.00).iso
The Idolmaster: Gravure for You! Vol. 4 (Japan) (JA),BLJS10141,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 4,2012,1,26,The Idolmaster: Gravure for You! Vol. 4 (Japan) (JA) (v01.00).iso
The Idolmaster: Gravure for You! Vol. 5 (Japan) (JA),BLJS10142,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 5,2012,2,23,The Idolmaster: Gravure for You! Vol. 5 (Japan) (JA) (v01.00).iso
The Idolmaster: Gravure for You! Vol. 6 (Japan) (JA),BLJS10143,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 6,2012,3,29,The Idolmaster: Gravure for You! Vol. 6 (Japan) (JA) (v01.00).iso
The Idolmaster: Gravure for You! Vol. 7 (Japan) (JA),BLJS10144,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 7,2012,4,26,The Idolmaster: Gravure for You! Vol. 7 (Japan) (JA) (v01.00).iso
The Idolmaster: Gravure for You! Vol. 8 (Japan) (JA),BLJS10145,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 8,2012,5,24,The Idolmaster: Gravure for You! Vol. 8 (Japan) (JA) (v01.00).iso
The Idolmaster: Gravure for You! Vol. 9 (Japan) (JA),BLJS10146,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 9,2012,6,28,The Idolmaster: Gravure for You! Vol. 9 (Japan) (JA) (v01.00).iso
Mahjong * Dream C Club (Japan) (JA),BLJS10149,PS3,NTSC-J,JA,Mahjong * Dream C Club,2013,1,1,Mahjong * Dream C Club (Japan) (JA).iso
Ninokuni: Shiroki Seihai no Joou (Japan) (JA),BLJS10150,PS3,NTSC-J,JA,Ninokuni: Shiroki Seihai no Joou,2011,11,17,Ninokuni: Shiroki Seihai no Joou (Japan) (JA).iso
The Idolm@ster 2 (Anime mo Game mo Gravure mo! I-Mas @ Special Box) (Japan) (JA),BLJS10151,PS3,NTSC-J,JA,The Idolm@ster 2 (Anime mo Game mo Gravure mo! I-Mas @ Special Box),2014,,,The Idolm@ster 2 (Anime mo Game mo Gravure mo! I-Mas @ Special Box) (Japan) (JA).iso
Saint Seiya Senki (Japan) (JA),BLJS10152,PS3,NTSC-J,JA,Saint Seiya Senki,2014,,,Saint Seiya Senki (Japan) (JA).iso
Daisenryaku Perfect: Senjou no Hasha (Premium Edition) (Japan) (JA),BLJS10153,PS3,NTSC-J,JA,Daisenryaku Perfect: Senjou no Hasha (Premium Edition),2014,,,Daisenryaku Perfect: Senjou no Hasha (Premium Edition) (Japan) (JA).iso
Kidou Senshi Gundam UC (Japan) (JA),BLJS10154,PS3,NTSC-J,JA,Kidou Senshi Gundam UC,2014,,,Kidou Senshi Gundam UC (Japan) (JA).iso
Machi-ing Maker 4 (Japan) (JA),BLJS10155,PS3,NTSC-J,JA,Machi-ing Maker 4,2014,,,Machi-ing Maker 4 (Japan) (JA).iso
Naruto Shippuuden: Narutimate Storm Generation (Japan) (JA),BLJS10156,PS3,NTSC-J,JA,Naruto Shippuuden: Narutimate Storm Generation,2012,1,1,Naruto Shippuuden: Narutimate Storm Generation (Japan) (JA).iso
Meikyuu Touro Legasista (Japan) (JA),BLJS10157,PS3,NTSC-J,JA,Meikyuu Touro Legasista,2014,1,1,Meikyuu Touro Legasista (Japan) (JA).iso
Shin Kamaitachi no Yoru 11 Hitome no Suspect (EN),BLJS10158,PS3,,EN,Shin Kamaitachi no Yoru 11 Hitome no Suspect,,,,Shin Kamaitachi no Yoru 11 Hitome no Suspect (EN).iso
Majo to Hyakkihei (Japan) (JA),BLJS10159,PS3,NTSC-J,JA,Majo to Hyakkihei,2021,,,Majo to Hyakkihei (Japan) (JA).iso
Majo to Hyakkihei (Japan) (JA),BLJS10160,PS3,NTSC-J,JA,Majo to Hyakkihei,2013,1,1,Majo to Hyakkihei (Japan) (JA).iso
Moe Moe Daisensou * Gendaiban++ (Premium Edition) (Japan) (JA),BLJS10162,PS3,NTSC-J,JA,Moe Moe Daisensou * Gendaiban++ (Premium Edition),2012,,,Moe Moe Daisensou * Gendaiban++ (Premium Edition) (Japan) (JA).iso
Moe Moe Daisensou * Gendaiban++ (Japan) (JA),BLJS10163,PS3,NTSC-J,JA,Moe Moe Daisensou * Gendaiban++,2014,,,Moe Moe Daisensou * Gendaiban++ (Japan) (JA).iso
Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa (Japan) (JA),BLJS10164,PS3,NTSC-J,JA,Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa,2014,,,Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa (Japan) (JA).iso
Shutsugeki!! Otometachi no Senjou 2 (Limited Edition) (Japan) (JA),BLJS10165,PS3,NTSC-J,JA,Shutsugeki!! Otometachi no Senjou 2 (Limited Edition),2013,,,Shutsugeki!! Otometachi no Senjou 2 (Limited Edition) (Japan) (JA).iso
Kidou Senshi Gundam UC (Special Edition) (Japan) (JA),BLJS10167,PS3,NTSC-J,JA,Kidou Senshi Gundam UC (Special Edition),2014,,,Kidou Senshi Gundam UC (Special Edition) (Japan) (JA).iso
Lollipop Chainsaw (Japan) (JA),BLJS10168,PS3,NTSC-J,JA,Lollipop Chainsaw,2012,6,14,Lollipop Chainsaw (Japan) (JA).iso
Major League Baseball 2K12 (Japan) (JA),BLJS10169,PS3,NTSC-J,JA,Major League Baseball 2K12,2012,4,26,Major League Baseball 2K12 (Japan) (JA).iso
Borderlands: Game of the Year Edition (Japan) (JA),BLJS10170,PS3,NTSC-J,JA,Borderlands: Game of the Year Edition,2021,,,Borderlands: Game of the Year Edition (Japan) (JA).iso
Spec Ops: The Line (Japan) (JA),BLJS10171,PS3,NTSC-J,JA,Spec Ops: The Line,2015,,,Spec Ops: The Line (Japan) (JA).iso
The Idolmaster: Gravure for You! Vol. 2 (Japan) (JA),BLJS10172,PS3,NTSC-J,JA,The Idolmaster: Gravure for You! Vol. 2,2021,,,The Idolmaster: Gravure for You! Vol. 2 (Japan) (JA).iso
Accel World: Ginyoku No Kakusei (Japan) (JA),BLJS10173,PS3,NTSC-J,JA,Accel World: Ginyoku No Kakusei,2014,1,1,Accel World: Ginyoku No Kakusei (Japan) (JA).iso
Accel World: Gin'yoku no Kakusei (Japan) (JA),BLJS10174,PS3,NTSC-J,JA,Accel World: Gin'yoku no Kakusei,2014,1,1,Accel World: Gin'yoku no Kakusei (Japan) (JA).iso
Accel World: Kasoku No Chouten (Japan) (JA),BLJS10175,PS3,NTSC-J,JA,Accel World: Kasoku No Chouten,2014,,,Accel World: Kasoku No Chouten (Japan) (JA).iso
Accel World: Kasoku No Chouten (Japan) (JA),BLJS10176,PS3,NTSC-J,JA,Accel World: Kasoku No Chouten,2013,1,1,Accel World: Kasoku No Chouten (Japan) (JA).iso
Super Hero Generation (Japan) (JA),BLJS10177,PS3,NTSC-J,JA,Super Hero Generation,2014,,,Super Hero Generation (Japan) (JA).iso
Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (Gouka Limited Edition) (Japan) (JA),BLJS10178,PS3,NTSC-J,JA,Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (Gouka Limited Edition),2015,,,Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (Gouka Limited Edition) (Japan) (JA).iso
Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (Japan) (JA),BLJS10179,PS3,NTSC-J,JA,Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu,2015,,,Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu (Japan) (JA).iso
Toki to Towa: Tokitowa (Japan) (JA),BLJS10180,PS3,NTSC-J,JA,Toki to Towa: Tokitowa,2021,,,Toki to Towa: Tokitowa (Japan) (JA).iso
