game_name,id,type,region,languages,title,year,month,day,rom_name
Jet Car Stunts,NPUB31433,SEN,,,Jet Car Stunts,2021,,,Jet Car Stunts.iso
Starlight Inception,NPUB31435,SEN,,,Starlight Inception,2021,,,Starlight Inception.iso
Middle-Earth - Shadow of Mordor (EN),NPUB31436,SEN,,EN,Middle-Earth - Shadow of Mordor,2015,,,Middle-Earth - Shadow of Mordor (EN).iso
Alien - Isolation (EN),NPUB31440,SEN,,EN,Alien - Isolation,2014,,,Alien - Isolation (EN).iso
Batman - Arkham Origins - Blackgate (EN),NPUB31441,SEN,,EN,Batman - Arkham Origins - Blackgate,2014,,,Batman - Arkham Origins - Blackgate (EN).iso
Deception IV - Blood Ties,NPUB31442,SEN,,,Deception IV - Blood Ties,2021,,,Deception IV - Blood Ties.iso
Tales of Xillia 2 (EN),NPUB31443,SEN,,EN,Tales of Xillia 2,2014,,,Tales of Xillia 2 (EN).iso
Skullgirls Encore (EN),NPUB31445,SEN,,EN,Skullgirls Encore,2021,,,Skullgirls Encore (EN).iso
Sniper Elite III,NPUB31446,SEN,,,Sniper Elite III,2021,,,Sniper Elite III.iso
Vessel (EN),NPUB31447,SEN,,EN,Vessel,2014,,,Vessel (EN).iso
Fez (EN),NPUB31448,SEN,,EN,Fez,2021,,,Fez (EN).iso
Assassin's Creed IV - Black Flag - Freedom Cry (EN),NPUB31450,SEN,,EN,Assassin's Creed IV - Black Flag - Freedom Cry,2014,,,Assassin's Creed IV - Black Flag - Freedom Cry (EN).iso
WRC 4 - FIA World Rally Championship,NPUB31452,SEN,,,WRC 4 - FIA World Rally Championship,2021,,,WRC 4 - FIA World Rally Championship.iso
Ultratron (EN),NPUB31453,SEN,,EN,Ultratron,2021,,,Ultratron (EN).iso
Tales from the Borderlands - Episode 1 - Zer0 Sum,NPUB31454,SEN,,,Tales from the Borderlands - Episode 1 - Zer0 Sum,2021,,,Tales from the Borderlands - Episode 1 - Zer0 Sum.iso
Yu-Gi-Oh! Millennium Duels (EN),NPUB31455,SEN,,EN,Yu-Gi-Oh! Millennium Duels,2014,,,Yu-Gi-Oh! Millennium Duels (EN).iso
Plants vs. Zombies: Garden Warfare,NPUB31457,SEN,,,Plants vs. Zombies: Garden Warfare,2021,,,Plants vs. Zombies: Garden Warfare.iso
Bound by Flame (EN),NPUB31459,SEN,,EN,Bound by Flame,2014,,,Bound by Flame (EN).iso
Sherlock Holmes - Crimes and Punishments,NPUB31460,SEN,,,Sherlock Holmes - Crimes and Punishments,2021,,,Sherlock Holmes - Crimes and Punishments.iso
Master Reboot (EN),NPUB31462,SEN,,EN,Master Reboot,2014,,,Master Reboot (EN).iso
Might & Magic - Duel of Champions - Forgotten Wars,NPUB31463,SEN,,,Might & Magic - Duel of Champions - Forgotten Wars,2021,,,Might & Magic - Duel of Champions - Forgotten Wars.iso
Mugen Souls Z (EN),NPUB31464,SEN,,EN,Mugen Souls Z,2014,,,Mugen Souls Z (EN).iso
Cel Damage HD (EN),NPUB31466,SEN,,EN,Cel Damage HD,2014,,,Cel Damage HD (EN).iso
R.B.I. Baseball 14 (EN),NPUB31467,SEN,,EN,R.B.I. Baseball 14,2014,,,R.B.I. Baseball 14 (EN).iso
Syberia (EN),NPUB31468,SEN,,EN,Syberia,2015,,,Syberia (EN).iso
Far Cry 4 - Keys to Kyrat,NPUB31470,SEN,,,Far Cry 4 - Keys to Kyrat,2021,,,Far Cry 4 - Keys to Kyrat.iso
Jimmie Johnson's Anything with an Engine (EN),NPUB31471,SEN,,EN,Jimmie Johnson's Anything with an Engine,2014,,,Jimmie Johnson's Anything with an Engine (EN).iso
Naruto Shippuden: Ultimate Ninja Storm Revolution (EN),NPUB31472,SEN,,EN,Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,,,Naruto Shippuden: Ultimate Ninja Storm Revolution (EN).iso
Fairy Fencer F (EN),NPUB31473,SEN,,EN,Fairy Fencer F,2014,,,Fairy Fencer F (EN).iso
Arcana Heart 3 - Love Max!!!!!,NPUB31474,SEN,,,Arcana Heart 3 - Love Max!!!!!,2021,,,Arcana Heart 3 - Love Max!!!!!.iso
Akiba's Trip - Undead & Undressed,NPUB31475,SEN,,,Akiba's Trip - Undead & Undressed,2021,,,Akiba's Trip - Undead & Undressed.iso
Pier Solar and the Great Architects (EN),NPUB31476,SEN,,EN,Pier Solar and the Great Architects,2021,,,Pier Solar and the Great Architects (EN).iso
Sacred 3,NPUB31477,SEN,,,Sacred 3,2021,,,Sacred 3.iso
One Piece - Unlimited World Red (EN),NPUB31479,SEN,,EN,One Piece - Unlimited World Red,2021,,,One Piece - Unlimited World Red (EN).iso
Q.U.B.E - Director's Cut,NPUB31480,SEN,,,Q.U.B.E - Director's Cut,2021,,,Q.U.B.E - Director's Cut.iso
Hotline Miami 2 (EN),NPUB31481,SEN,,EN,Hotline Miami 2,2021,,,Hotline Miami 2 (EN).iso
Madden NFL 15,NPUB31482,SEN,,,Madden NFL 15,2021,,,Madden NFL 15.iso
Tiny Troopers - Joint Ops (EN),NPUB31483,SEN,,EN,Tiny Troopers - Joint Ops,2021,,,Tiny Troopers - Joint Ops (EN).iso
Battle Princess of Arcadias (EN),NPUB31486,SEN,,EN,Battle Princess of Arcadias,2021,,,Battle Princess of Arcadias (EN).iso
Yaiba - Ninja Gaiden Z,NPUB31487,SEN,,,Yaiba - Ninja Gaiden Z,2021,,,Yaiba - Ninja Gaiden Z.iso
"Hatsune Miku: Project Diva F 2nd (EN,JA)",NPUB31488,SEN,,"EN,JA",Hatsune Miku: Project Diva F 2nd,2014,11,18,"Hatsune Miku: Project Diva F 2nd (EN,JA).iso"
El Chavo Kart (EN),NPUB31489,SEN,,EN,El Chavo Kart,2014,,,El Chavo Kart (EN).iso
Syberia 2,NPUB31490,SEN,,,Syberia 2,2021,,,Syberia 2.iso
Blood of the Werewolf (EN),NPUB31493,SEN,,EN,Blood of the Werewolf,2021,,,Blood of the Werewolf (EN).iso
Cartoon Network: Punch Time Explosion XL (EN),NPUB31494,SEN,,EN,Cartoon Network: Punch Time Explosion XL,2014,,,Cartoon Network: Punch Time Explosion XL (EN).iso
Risen 3 - Titan Lords,NPUB31495,SEN,,,Risen 3 - Titan Lords,2021,,,Risen 3 - Titan Lords.iso
Escape Dead Island (EN),NPUB31496,SEN,,EN,Escape Dead Island,2014,,,Escape Dead Island (EN).iso
"Treasures of Montezuma 4, The (EN)",NPUB31497,SEN,,EN,"Treasures of Montezuma 4, The",2021,,,"Treasures of Montezuma 4, The (EN).iso"
LEGO Batman 3 - Beyond Gotham,NPUB31499,SEN,,,LEGO Batman 3 - Beyond Gotham,2021,,,LEGO Batman 3 - Beyond Gotham.iso
Teenage Mutant Ninja Turtles - Danger of the Ooze (EN),NPUB31500,SEN,,EN,Teenage Mutant Ninja Turtles - Danger of the Ooze,2021,,,Teenage Mutant Ninja Turtles - Danger of the Ooze (EN).iso
Diablo III - Reaper of Souls - Ultimate Evil Edition (EN),NPUB31502,SEN,,EN,Diablo III - Reaper of Souls - Ultimate Evil Edition,2014,,,Diablo III - Reaper of Souls - Ultimate Evil Edition (EN).iso
Diablo III - Reaper of Souls - Ultimate Evil Edition,NPUB31503,SEN,,,Diablo III - Reaper of Souls - Ultimate Evil Edition,2021,,,Diablo III - Reaper of Souls - Ultimate Evil Edition.iso
Warriors Orochi 3 Ultimate (EN),NPUB31505,SEN,,EN,Warriors Orochi 3 Ultimate,2014,,,Warriors Orochi 3 Ultimate (EN).iso
Constant C (EN),NPUB31506,SEN,,EN,Constant C,2021,,,Constant C (EN).iso
Enemy Front,NPUB31507,SEN,,,Enemy Front,2021,,,Enemy Front.iso
Yakuza - Dead Souls,NPUB31509,SEN,,,Yakuza - Dead Souls,2021,,,Yakuza - Dead Souls.iso
Yakuza 4 (EN),NPUB31510,SEN,,EN,Yakuza 4,2015,,,Yakuza 4 (EN).iso
Battlefield Hardline (EN),NPUB31511,SEN,,EN,Battlefield Hardline,2021,,,Battlefield Hardline (EN).iso
Rogue Legacy,NPUB31512,SEN,,,Rogue Legacy,2021,,,Rogue Legacy.iso
Digimon - All-Star Rumble,NPUB31513,SEN,,,Digimon - All-Star Rumble,2021,,,Digimon - All-Star Rumble.iso
Mousecraft (EN),NPUB31514,SEN,,EN,Mousecraft,2021,,,Mousecraft (EN).iso
Resident Evil - Revelations 2 - Episode 1 - Penal Colony (EN),NPUB31518,SEN,,EN,Resident Evil - Revelations 2 - Episode 1 - Penal Colony,2021,,,Resident Evil - Revelations 2 - Episode 1 - Penal Colony (EN).iso
Borderlands - The Pre-Sequel (EN),NPUB31519,SEN,,EN,Borderlands - The Pre-Sequel,2014,,,Borderlands - The Pre-Sequel (EN).iso
Atelier Rorona Plus: The Alchemist of Arland (EN),NPUB31522,SEN,,EN,Atelier Rorona Plus: The Alchemist of Arland,2014,,,Atelier Rorona Plus: The Alchemist of Arland (EN).iso
Adventure Time - The Secret of the Nameless Kingdom (EN),NPUB31523,SEN,,EN,Adventure Time - The Secret of the Nameless Kingdom,2021,,,Adventure Time - The Secret of the Nameless Kingdom (EN).iso
Sportsfriends,NPUB31524,SEN,,,Sportsfriends,2021,,,Sportsfriends.iso
Chilvalry - Medieval Warfare,NPUB31526,SEN,,,Chilvalry - Medieval Warfare,2021,,,Chilvalry - Medieval Warfare.iso
Grid - Autosport,NPUB31527,SEN,,,Grid - Autosport,2021,,,Grid - Autosport.iso
Natural Doctrine,NPUB31528,SEN,,,Natural Doctrine,2021,,,Natural Doctrine.iso
Just Dance 2015 (EN),NPUB31529,SEN,,EN,Just Dance 2015,2014,,,Just Dance 2015 (EN).iso
MX vs. ATV Supercross,NPUB31530,SEN,,,MX vs. ATV Supercross,2021,,,MX vs. ATV Supercross.iso
Dynasty Warriors - Gundam Reborn (EN),NPUB31531,SEN,,EN,Dynasty Warriors - Gundam Reborn,2014,,,Dynasty Warriors - Gundam Reborn (EN).iso
Race the Sun (EN),NPUB31532,SEN,,EN,Race the Sun,2021,,,Race the Sun (EN).iso
NBA 2K15,NPUB31533,SEN,,,NBA 2K15,2021,,,NBA 2K15.iso
Pac-Man and the Ghostly Adventures 2,NPUB31535,SEN,,,Pac-Man and the Ghostly Adventures 2,2021,,,Pac-Man and the Ghostly Adventures 2.iso
"Legend of Korra, The",NPUB31537,SEN,,,"Legend of Korra, The",2021,,,"Legend of Korra, The.iso"
Chariot (EN),NPUB31538,SEN,,EN,Chariot,2021,,,Chariot (EN).iso
Class of Heroes 2G (EN),NPUB31541,SEN,,EN,Class of Heroes 2G,2021,,,Class of Heroes 2G (EN).iso
Another World - 20th Anniversary Edition,NPUB31543,SEN,,,Another World - 20th Anniversary Edition,2021,,,Another World - 20th Anniversary Edition.iso
Geometry Wars 3 - Dimensions Evolved (EN),NPUB31544,SEN,,EN,Geometry Wars 3 - Dimensions Evolved,2021,,,Geometry Wars 3 - Dimensions Evolved (EN).iso
Destiny,NPUB31545,SEN,,,Destiny,2021,,,Destiny.iso
WWE 2K15 (EN),NPUB31546,SEN,,EN,WWE 2K15,2014,,,WWE 2K15 (EN).iso
Assassin's Creed - Rogue (EN),NPUB31547,SEN,,EN,Assassin's Creed - Rogue,2021,,,Assassin's Creed - Rogue (EN).iso
Costume Quest 2,NPUB31549,SEN,,,Costume Quest 2,2021,,,Costume Quest 2.iso
Ad Buy - U.S. Marines Corps,NPUB31551,SEN,,,Ad Buy - U.S. Marines Corps,2021,,,Ad Buy - U.S. Marines Corps.iso
"Resident Evil HD (EN,DE)",NPUB31552,SEN,,"EN,DE",Resident Evil HD,2015,1,20,"Resident Evil HD (EN,DE).iso"
Call of Duty - Advanced Warfare (EN),NPUB31553,SEN,,EN,Call of Duty - Advanced Warfare,2014,,,Call of Duty - Advanced Warfare (EN).iso
Super Mega Baseball - Extra Innings Stadium Pack (EN),NPUB31554,SEN,,EN,Super Mega Baseball - Extra Innings Stadium Pack,2021,,,Super Mega Baseball - Extra Innings Stadium Pack (EN).iso
Guilty Gear Xrd - Sign,NPUB31555,SEN,,,Guilty Gear Xrd - Sign,2021,,,Guilty Gear Xrd - Sign.iso
"Voice, The - I Want You (EN)",NPUB31556,SEN,,EN,"Voice, The - I Want You",2014,1,1,"Voice, The - I Want You (EN).iso"
Toybox Turbos (EN),NPUB31560,SEN,,EN,Toybox Turbos,2021,,,Toybox Turbos (EN).iso
Persona 4 Arena Ultimax,NPUB31563,SEN,,,Persona 4 Arena Ultimax,2021,,,Persona 4 Arena Ultimax.iso
Samurai Warriors 4 (EN),NPUB31564,SEN,,EN,Samurai Warriors 4,2014,,,Samurai Warriors 4 (EN).iso
F1 2014,NPUB31565,SEN,,,F1 2014,2021,,,F1 2014.iso
Fibbage - The Hilarious Bluffing Party Game,NPUB31572,SEN,,,Fibbage - The Hilarious Bluffing Party Game,2021,,,Fibbage - The Hilarious Bluffing Party Game.iso
Tokyo Twilight Ghost Hunters (EN),NPUB31573,SEN,,EN,Tokyo Twilight Ghost Hunters,2015,,,Tokyo Twilight Ghost Hunters (EN).iso
Tears to Tiara II - Heir of the Overlord,NPUB31576,SEN,,,Tears to Tiara II - Heir of the Overlord,2021,,,Tears to Tiara II - Heir of the Overlord.iso
Risk,NPUB31577,SEN,,,Risk,2021,,,Risk.iso
Trivial Pursuit Live!,NPUB31578,SEN,,,Trivial Pursuit Live!,2021,,,Trivial Pursuit Live!.iso
Ar nosurge - Ode to an Unborn Star (EN),NPUB31579,SEN,,EN,Ar nosurge - Ode to an Unborn Star,2021,,,Ar nosurge - Ode to an Unborn Star (EN).iso
OlliOlli (EN),NPUB31580,SEN,,EN,OlliOlli,2014,,,OlliOlli (EN).iso
Monopoly Plus,NPUB31582,SEN,,,Monopoly Plus,2021,,,Monopoly Plus.iso
BlazeRush,NPUB31583,SEN,,,BlazeRush,2021,,,BlazeRush.iso
PES 2015 - Pro Evolution Soccer,NPUB31585,SEN,,,PES 2015 - Pro Evolution Soccer,2021,,,PES 2015 - Pro Evolution Soccer.iso
Deadfall Adventures - Heart of Atlantis (EN),NPUB31589,SEN,,EN,Deadfall Adventures - Heart of Atlantis,2021,,,Deadfall Adventures - Heart of Atlantis (EN).iso
Don't Starve - Giant Edition (EN),NPUB31590,SEN,,EN,Don't Starve - Giant Edition,2021,,,Don't Starve - Giant Edition (EN).iso
"Bridge, The (EN)",NPUB31592,SEN,,EN,"Bridge, The",2021,,,"Bridge, The (EN).iso"
Under Night In-Birth Exe - Late,NPUB31593,SEN,,,Under Night In-Birth Exe - Late,2021,,,Under Night In-Birth Exe - Late.iso
Metal Gear Solid V - The Phantom Pain,NPUB31594,SEN,,,Metal Gear Solid V - The Phantom Pain,2021,,,Metal Gear Solid V - The Phantom Pain.iso
Frozen Synapse Prime (EN),NPUB31595,SEN,,EN,Frozen Synapse Prime,2021,,,Frozen Synapse Prime (EN).iso
Motorcycle Club (EN),NPUB31596,SEN,,EN,Motorcycle Club,2015,,,Motorcycle Club (EN).iso
Legend of Kay Anniversary (EN),NPUB31597,SEN,,EN,Legend of Kay Anniversary,2021,,,Legend of Kay Anniversary (EN).iso
Aaru's Awakening,NPUB31600,SEN,,,Aaru's Awakening,2021,,,Aaru's Awakening.iso
MotoGP 14,NPUB31602,SEN,,,MotoGP 14,2021,,,MotoGP 14.iso
Saints Row - Gat Out of Hell (EN),NPUB31604,SEN,,EN,Saints Row - Gat Out of Hell,2015,,,Saints Row - Gat Out of Hell (EN).iso
Unmechanical - Extended (EN),NPUB31605,SEN,,EN,Unmechanical - Extended,2021,,,Unmechanical - Extended (EN).iso
"Jackbox Party Pack, The",NPUB31611,SEN,,,"Jackbox Party Pack, The",2021,,,"Jackbox Party Pack, The.iso"
"Awakened Fate Ultimatum, The (EN)",NPUB31613,SEN,,EN,"Awakened Fate Ultimatum, The",2015,,,"Awakened Fate Ultimatum, The (EN).iso"
"Boy and His Blob, A",NPUB31614,SEN,,,"Boy and His Blob, A",2021,,,"Boy and His Blob, A.iso"
Jetpack Joyride Deluxe,NPUB31615,SEN,,,Jetpack Joyride Deluxe,2021,,,Jetpack Joyride Deluxe.iso
Retro City Rampage DX,NPUB31616,SEN,,,Retro City Rampage DX,2021,,,Retro City Rampage DX.iso
Hyper Void (EN),NPUB31617,SEN,,EN,Hyper Void,2021,,,Hyper Void (EN).iso
Dragon Ball Xenoverse - Network Test (EN),NPUB31623,SEN,,EN,Dragon Ball Xenoverse - Network Test,2021,,,Dragon Ball Xenoverse - Network Test (EN).iso
Q-bert - Rebooted,NPUB31624,SEN,,,Q-bert - Rebooted,2021,,,Q-bert - Rebooted.iso
In Space We Brawl,NPUB31625,SEN,,,In Space We Brawl,2021,,,In Space We Brawl.iso
Juju (EN),NPUB31626,SEN,,EN,Juju,2021,,,Juju (EN).iso
Game of Thrones - Season 1 - Episode 1 - Iron from Ice,NPUB31629,SEN,,,Game of Thrones - Season 1 - Episode 1 - Iron from Ice,2021,,,Game of Thrones - Season 1 - Episode 1 - Iron from Ice.iso
Badland (EN),NPUB31630,SEN,,EN,Badland,2021,,,Badland (EN).iso
Transformers - Devastation,NPUB31631,SEN,,,Transformers - Devastation,2021,,,Transformers - Devastation.iso
Stealth Inc. 2 (EN),NPUB31632,SEN,,EN,Stealth Inc. 2,2021,,,Stealth Inc. 2 (EN).iso
Metal Gear Solid 4 - Guns of the Patriots (EN),NPUB31633,SEN,,EN,Metal Gear Solid 4 - Guns of the Patriots,2021,,,Metal Gear Solid 4 - Guns of the Patriots (EN).iso
BlazBlue - Chrono Phantasma Extend,NPUB31634,SEN,,,BlazBlue - Chrono Phantasma Extend,2021,,,BlazBlue - Chrono Phantasma Extend.iso
Life Is Strange - Episode 1 - Chrysalis (EN),NPUB31636,SEN,,EN,Life Is Strange - Episode 1 - Chrysalis,2021,,,Life Is Strange - Episode 1 - Chrysalis (EN).iso
King's Quest - Chapter 1 - A Knight to Remember (EN),NPUB31637,SEN,,EN,King's Quest - Chapter 1 - A Knight to Remember,2021,,,King's Quest - Chapter 1 - A Knight to Remember (EN).iso
Sparkle 2 (EN),NPUB31640,SEN,,EN,Sparkle 2,2021,,,Sparkle 2 (EN).iso
LEGO Jurassic World,NPUB31643,SEN,,,LEGO Jurassic World,2021,,,LEGO Jurassic World.iso
Tower of Guns,NPUB31644,SEN,,,Tower of Guns,2021,,,Tower of Guns.iso
J-Stars Victory Vs. (EN),NPUB31647,SEN,,EN,J-Stars Victory Vs.,2021,,,J-Stars Victory Vs. (EN).iso
Starwhal,NPUB31648,SEN,,,Starwhal,2021,,,Starwhal.iso
King Oddball (EN),NPUB31651,SEN,,EN,King Oddball,2021,,,King Oddball (EN).iso
Dragon Fin Soup (EN),NPUB31652,SEN,,EN,Dragon Fin Soup,2021,,,Dragon Fin Soup (EN).iso
Teslagrad,NPUB31653,SEN,,,Teslagrad,2021,,,Teslagrad.iso
Crimsonland (EN),NPUB31655,SEN,,EN,Crimsonland,2021,,,Crimsonland (EN).iso
Dynasty Warriors 8 - Empires,NPUB31656,SEN,,,Dynasty Warriors 8 - Empires,2021,,,Dynasty Warriors 8 - Empires.iso
Disney Infinity 3.0,NPUB31657,SEN,,,Disney Infinity 3.0,2021,,,Disney Infinity 3.0.iso
Yakuza 5 (EN),NPUB31658,SEN,,EN,Yakuza 5,2021,,,Yakuza 5 (EN).iso
World Hunter (EN),NPUB31660,SEN,,EN,World Hunter,2021,,,World Hunter (EN).iso
XBlaze - Lost - Memories,NPUB31661,SEN,,,XBlaze - Lost - Memories,2021,,,XBlaze - Lost - Memories.iso
Space Hulk,NPUB31662,SEN,,,Space Hulk,2021,,,Space Hulk.iso
Atelier Shallie - Alchemists of the Dusk Sea,NPUB31663,SEN,,,Atelier Shallie - Alchemists of the Dusk Sea,2021,,,Atelier Shallie - Alchemists of the Dusk Sea.iso
Adventure Time - Finn and Jake Investigations (EN),NPUB31664,SEN,,EN,Adventure Time - Finn and Jake Investigations,2021,,,Adventure Time - Finn and Jake Investigations (EN).iso
Call of Duty - Black Ops III,NPUB31665,SEN,,,Call of Duty - Black Ops III,2021,,,Call of Duty - Black Ops III.iso
Dark Souls II - Scholar of the First Sin,NPUB31666,SEN,,,Dark Souls II - Scholar of the First Sin,2021,,,Dark Souls II - Scholar of the First Sin.iso
Kung Fu Panda - Showdown of Legendary Legends,NPUB31669,SEN,,,Kung Fu Panda - Showdown of Legendary Legends,2021,,,Kung Fu Panda - Showdown of Legendary Legends.iso
Krinkle Krusher (EN),NPUB31670,SEN,,EN,Krinkle Krusher,2021,,,Krinkle Krusher (EN).iso
Invokers Tournament,NPUB31671,SEN,,,Invokers Tournament,2021,,,Invokers Tournament.iso
Tennis in the Face (EN),NPUB31672,SEN,,EN,Tennis in the Face,2021,,,Tennis in the Face (EN).iso
Tales of Zestiria,NPUB31675,SEN,,,Tales of Zestiria,2021,,,Tales of Zestiria.iso
One Piece - Pirate Warriors 3,NPUB31676,SEN,,,One Piece - Pirate Warriors 3,2021,,,One Piece - Pirate Warriors 3.iso
Cosmophony,NPUB31677,SEN,,,Cosmophony,2021,,,Cosmophony.iso
Dengeki Bunko Fighting Climax,NPUB31680,SEN,,,Dengeki Bunko Fighting Climax,2021,,,Dengeki Bunko Fighting Climax.iso
Teenage Mutant Ninja Turtles - Mutants in Manhattan,NPUB31681,SEN,,,Teenage Mutant Ninja Turtles - Mutants in Manhattan,2021,,,Teenage Mutant Ninja Turtles - Mutants in Manhattan.iso
Shovel Knight (EN),NPUB31682,SEN,,EN,Shovel Knight,2021,,,Shovel Knight (EN).iso
Dynasty Warriors 8 - Empires - Free Alliances Version,NPUB31683,SEN,,,Dynasty Warriors 8 - Empires - Free Alliances Version,2021,,,Dynasty Warriors 8 - Empires - Free Alliances Version.iso
Monster Jam Battlegrounds (EN),NPUB31686,SEN,,EN,Monster Jam Battlegrounds,2021,,,Monster Jam Battlegrounds (EN).iso
Steins;Gate,NPUB31688,SEN,,,Steins;Gate,2021,,,Steins;Gate.iso
Resident Evil 0 HD (EN),NPUB31689,SEN,,EN,Resident Evil 0 HD,2016,,,Resident Evil 0 HD (EN).iso
Bladestorm - Nightmare,NPUB31690,SEN,,,Bladestorm - Nightmare,2021,,,Bladestorm - Nightmare.iso
"Book of Unwritten Tales 2, The",NPUB31695,SEN,,,"Book of Unwritten Tales 2, The",2021,,,"Book of Unwritten Tales 2, The.iso"
Skylanders - SuperChargers,NPUB31696,SEN,,,Skylanders - SuperChargers,2021,,,Skylanders - SuperChargers.iso
Metal Slug 3,NPUB31698,SEN,,,Metal Slug 3,2021,,,Metal Slug 3.iso
Extreme Exorcism,NPUB31699,SEN,,,Extreme Exorcism,2021,,,Extreme Exorcism.iso
Nobunaga's Ambition - Sphere of Influence,NPUB31701,SEN,,,Nobunaga's Ambition - Sphere of Influence,2021,,,Nobunaga's Ambition - Sphere of Influence.iso
Sparkle Unleashed (EN),NPUB31702,SEN,,EN,Sparkle Unleashed,2021,,,Sparkle Unleashed (EN).iso
Godzilla,NPUB31704,SEN,,,Godzilla,2021,,,Godzilla.iso
5 Star Wrestling (EN),NPUB31705,SEN,,EN,5 Star Wrestling,2021,,,5 Star Wrestling (EN).iso
WRC 5 - FIA World Rally Championship,NPUB31706,SEN,,,WRC 5 - FIA World Rally Championship,2021,,,WRC 5 - FIA World Rally Championship.iso
LEGO Marvel's Avengers,NPUB31708,SEN,,,LEGO Marvel's Avengers,2021,,,LEGO Marvel's Avengers.iso
Lost Dimension,NPUB31711,SEN,,,Lost Dimension,2021,,,Lost Dimension.iso
Handball 16,NPUB31717,SEN,,,Handball 16,2021,,,Handball 16.iso
"Swindle, The",NPUB31718,SEN,,,"Swindle, The",2021,,,"Swindle, The.iso"
Nova-111 (EN),NPUB31719,SEN,,EN,Nova-111,2015,9,1,Nova-111 (EN).iso
Ride,NPUB31720,SEN,,,Ride,2021,,,Ride.iso
Quiplash,NPUB31723,SEN,,,Quiplash,2021,,,Quiplash.iso
Minecraft - Story Mode - Episode 1 - The Order of the Stone,NPUB31725,SEN,,,Minecraft - Story Mode - Episode 1 - The Order of the Stone,2021,,,Minecraft - Story Mode - Episode 1 - The Order of the Stone.iso
Frozen Free Fall - Snowball Fight (EN),NPUB31726,SEN,,EN,Frozen Free Fall - Snowball Fight,2021,,,Frozen Free Fall - Snowball Fight (EN).iso
Pumped BMX +,NPUB31728,SEN,,,Pumped BMX +,2021,,,Pumped BMX +.iso
Saint Seiya - Soldiers' Soul,NPUB31729,SEN,,,Saint Seiya - Soldiers' Soul,2021,,,Saint Seiya - Soldiers' Soul.iso
Back to Bed (EN),NPUB31732,SEN,,EN,Back to Bed,2021,,,Back to Bed (EN).iso
Mighty No. 9 (EN),NPUB31733,SEN,,EN,Mighty No. 9,2021,,,Mighty No. 9 (EN).iso
PES 2016 - Pro Evolution Soccer,NPUB31741,SEN,,,PES 2016 - Pro Evolution Soccer,2021,,,PES 2016 - Pro Evolution Soccer.iso
Goosebumps - The Game (EN),NPUB31742,SEN,,EN,Goosebumps - The Game,2021,,,Goosebumps - The Game (EN).iso
WWE 2K16 (EN),NPUB31743,SEN,,EN,WWE 2K16,2021,,,WWE 2K16 (EN).iso
Goat Simulator,NPUB31749,SEN,,,Goat Simulator,2021,,,Goat Simulator.iso
Tony Hawk's Pro Skater 5,NPUB31750,SEN,,,Tony Hawk's Pro Skater 5,2021,,,Tony Hawk's Pro Skater 5.iso
Samurai Warriors 4-II,NPUB31751,SEN,,,Samurai Warriors 4-II,2021,,,Samurai Warriors 4-II.iso
Deception IV - The Nightmare Princess (EN),NPUB31752,SEN,,EN,Deception IV - The Nightmare Princess,2021,,,Deception IV - The Nightmare Princess (EN).iso
Adam's Venture Chronicles - Episode 2 - Solomon's Secret,NPUB31753,SEN,,,Adam's Venture Chronicles - Episode 2 - Solomon's Secret,2021,,,Adam's Venture Chronicles - Episode 2 - Solomon's Secret.iso
Monster High - New Ghoul in School,NPUB31754,SEN,,,Monster High - New Ghoul in School,2021,,,Monster High - New Ghoul in School.iso
River City Super Sports Challenge - All Stars Special,NPUB31757,SEN,,,River City Super Sports Challenge - All Stars Special,2021,,,River City Super Sports Challenge - All Stars Special.iso
"Legend of Heroes, The - Trails of Cold Steel",NPUB31759,SEN,,,"Legend of Heroes, The - Trails of Cold Steel",2021,,,"Legend of Heroes, The - Trails of Cold Steel.iso"
Blue-Collar Astronaut,NPUB31761,SEN,,,Blue-Collar Astronaut,2021,,,Blue-Collar Astronaut.iso
Disgaea 3 - Absence of Justice,NPUB31766,SEN,,,Disgaea 3 - Absence of Justice,2021,,,Disgaea 3 - Absence of Justice.iso
"Jackbox Party Pack 2, The",NPUB31767,SEN,,,"Jackbox Party Pack 2, The",2021,,,"Jackbox Party Pack 2, The.iso"
Alien Shooter,NPUB31773,SEN,,,Alien Shooter,2021,,,Alien Shooter.iso
